id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_iron_herald_neutral_tongue_the_word_that_ends_wars	The Word That Ends Wars	Speak the single syllable heralds are forbidden to teach; every humanoid enemy within earshot must make a RESONANCE save or drop their weapons and spend their next turn not attacking.	subclass_power_neutral_tongue	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_neutral_tongue_both_sides_of_the_table	Both Sides of the Table	For one round, you speak in two voices at once; you may take a second reaction each round, and the first time an ally would be attacked by a humanoid enemy, you may redirect the attacker's action into a RESONANCE contest instead.	subclass_power_neutral_tongue	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_orchestrated_volley	Orchestrated Volley	Conduct the firing line; up to 4 allies with ranged attacks fire at a single enemy within 60 feet as a reaction (each ally rolls a free attack). Priority Mark on that enemy persists until end of encounter. Once per long rest.	subclass_power_the_signal	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_herald_the_signal_perfect_column	Perfect Column	Until the end of your next turn, your allies act in the order you call; you set the initiative of every willing ally in Command Zone and they may interrupt each other's turns with reactions.	subclass_power_the_signal	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_standing_stone	Standing Stone	Root into a chosen tile; while you do not move, incoming shove and displacement are refused and your IRON checks take advantage.	passive	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_hum_of_the_bell	Hum of the Bell	Strike the air; one enemy within 30 feet loses their reaction and has disadvantage on their next save until the start of their next turn.	control_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_second_breath	Second Breath	Once per combat, inhale the stillness you have gathered and refresh one spent defense or reaction card.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_temple_stance	Temple Stance	Adopt the first form taught at the temple; gain a standing bonus to RESONANCE checks and your unarmed strikes count as blessed until you move more than one tile.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_seven_thousand_forms	Seven Thousand Forms	Cycle through the canonical forms; if you played an attack last turn, the next attack this turn deals damage of a type of your choice (ignoring resistance to that type) and adds +1d4 damage.	subclass_orthodoxy	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_canonical_strike	Canonical Strike	A textbook-perfect blow delivered exactly as the founders wrote it; on a hit, the target cannot play reaction cards against you until end of round.	subclass_orthodoxy	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_vow_of_silence	Vow of Silence	Take the vow for one round; you may not speak or cast, but you cannot be mentally influenced and your IRON defense hardens.	subclass_orthodoxy	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_hand_of_the_abbot	Hand of the Abbot	Invoke temple authority; one ally within sight who can see you gains your IRON stance bonus until your next turn.	subclass_orthodoxy	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_shatter_tone	Shatter Tone	Strike a note no scripture allows; one object, shield, or brittle construct within 30 feet takes 2d6 resonant damage and is cracked (disadvantage on its next use or save).	subclass_resonants	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_unwritten_form	Unwritten Form	Invent a form on the spot; this turn your movement does not provoke opportunity attacks and your first unarmed strike gains advantage.	subclass_resonants	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_sympathy	Sympathy	Attune to one creature within 30 feet; until your next turn, you sense its exact location through walls and your first attack against it gains +1d6 resonant damage.	subclass_resonants	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_heretic_chord	Heretic Chord	Sing the forbidden triad; enemies within earshot that rely on spoken incantations lose one card from their next turn's pool.	subclass_resonants	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_graft_fist	Graft Fist	Press a living augment into your knuckle; your next unarmed attack this turn deals +1d6 damage and ignores 2 points of armor.	subclass_flesh_circle	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_devotional_scar	Devotional Scar	Open an old mark and close it with a prayer; spend a hit die and gain temporary protection equal to the roll until end of combat.	subclass_flesh_circle	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_marrow_brace	Marrow Brace	Lock your skeleton into prayer posture; until your next turn, the first forced movement, prone, or stagger effect against you automatically fails.	subclass_flesh_circle	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_living_reliquary	Living Reliquary	Your body stores a relic's hum; once per combat, discharge it to end one ongoing effect on yourself or an adjacent ally.	subclass_flesh_circle	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_slip_stance	Slip Stance	Between one breath and the next, change your footing; after any enemy's movement ends adjacent to you, shift one tile before they act.	subclass_path_of_the_between	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_hollow_step	Hollow Step	Walk the gap; become untargetable until the start of your next turn, but you cannot act while hollow.	subclass_path_of_the_between	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_mirror_cut	Mirror Cut	Strike from the stance you have not yet taken; your next attack this turn hits with advantage as though from flanking, whether or not you moved, and deals +1d6 damage.	subclass_path_of_the_between	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_two_rooms	Two Rooms	For a breath, you exist in two places; until end of turn, you may count as standing in your current tile or any tile adjacent to it for line-of-sight and cover.	subclass_path_of_the_between	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_thousand_bell_cascade	Thousand Bell Cascade	Release a cascade of resonant tones; every enemy within 30 feet takes 4d6 + RESONANCE resonant damage (CON save half) and has disadvantage on their next concentration check. Once per long rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_recitation_of_the_founders	Recitation of the Founders	Speak aloud the unbroken lineage; for 1 round, you and allies within 30 feet are immune to charm, frighten, and compulsion, and your first attack each turn deals +1d6 resonant damage. Once per short rest.	subclass_power_orthodoxy	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_orthodoxy_sealed_form	Sealed Form	Execute the technique forbidden outside the high temple; one strike that auto-hits for 6d6 + RESONANCE damage and cannot be reduced except by immunity, but you may not attack again this combat. Once per long rest.	subclass_power_orthodoxy	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_the_seventh_vein	The Seventh Vein	Find the hidden resonant channel in a living target within 60 feet; the next attack against them this round deals maximum damage, and you sense their location for the rest of combat. Once per short rest.	subclass_power_resonants	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_resonants_dissonant_chorus	Dissonant Chorus	Loose every tone you have swallowed; all enemies within 60 feet take 4d6 + RESONANCE resonant damage (WIS save half) and drop one held card or readied item. Once per long rest.	subclass_power_resonants	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_the_body_as_altar	The Body As Altar	Offer your flesh as a relic; for 3 rounds, each time you take damage, an ally within 30 feet heals for half that amount (minimum 1). Once per long rest.	subclass_power_flesh_circle	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_flesh_circle_communion_of_iron	Communion of Iron	Fuse briefly with an adjacent ally's augments; until end of your next turn, you share defense values and each of you may use one of the other's cards once.	subclass_power_flesh_circle	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_the_unfinished_step	The Unfinished Step	Begin a step you never complete; choose a tile within sight, and until the start of your next turn you are considered to be in both your current tile and that tile for all purposes.	subclass_power_path_of_the_between	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_iron_monk_path_of_the_between_interval_strike	Interval Strike	Strike in the instant between two heartbeats; resolve an attack against any target within 60 feet before any other action this round for 3d8 + RESONANCE damage, ignoring turn order. Once per long rest.	subclass_power_path_of_the_between	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_deepened	Oath Deepened	Spend a breath on the vein-mark carved into your palm; the next discipline card you play this turn costs 1 less AP (minimum 0).	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_tempered_breath	Tempered Breath	Draw a slow, measured breath through clenched teeth; gain temporary HP equal to your RESONANCE and your next melee hit this turn adds your RESONANCE modifier to the damage.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_iron_lord_banner_cut	Banner Cut	Plant your blade in the earth and name your ward. Make a melee attack; on hit, you and your ward gain a bonus to AC until the start of your next turn.	subclass_oath_iron_lord	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_iron_lord_house_command	House Command	Speak a clipped, formal order in the voice of the House. One ally within sight may immediately use their reaction to move up to their speed or make one weapon attack.	subclass_oath_iron_lord	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_iron_lord_forged_dominion	Forged Dominion	Claim a 10-foot square around you as the Lord's ground; enemies that enter or start their turn there have disadvantage on attacks not targeting you until the start of your next turn.	subclass_oath_iron_lord	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_iron_lord_sealed_retinue	Sealed Retinue	Press your oath-seal against an ally's armor. Until the start of your next turn, any damage that ally takes from an attack is reduced by your IRON modifier, and you take half of the reduced amount.	subclass_oath_iron_lord	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_sutensai_blade_void_cut	Void Cut	Draw your blade through the space between thoughts. Make a melee attack; on hit, the target loses one beneficial condition or concentration effect of your choice.	subclass_oath_sutensai_blade	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_sutensai_blade_memory_sever	Memory Sever	Your next attack this turn cuts something deeper than flesh; on hit, the target cannot use any card or reaction it used on its previous turn until the end of its next turn.	subclass_oath_sutensai_blade	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
